Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	ANI Check status	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Stats Total Sequence Length	Assembly Stats Total Number of Chromosomes	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Contig N50	Assembly Stats Scaffold N50	Assembly Stats Number of Scaffolds	Assembly Submitter	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Type Material Display Text	CheckM contamination
GCF_047304725.1	ASM4730472v1	Synechococcus sp. MIT S9451	3082543	Inconclusive		MIT S9451					GCF_047304725.1-RS_2025_01_31	2605724	1	Complete Genome	2025-01-31		2605724	2605724	1	Civil and Environmental Engineering, Massachusetts Institute of Technology	2734	2669		0.24
GCA_014279595.1	ASM1427959v1	Synechococcus sp. RS9909	221352	Inconclusive		RS9909					Annotation submitted by Station Biologique de Roscoff (CNRS - Sorbonne University)	2603169	1	Complete Genome	2020-08-24		2603169	2603169	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2861	2809		0.12
GCF_014279595.1	ASM1427959v1	Synechococcus sp. RS9909	221352	Inconclusive		RS9909					GCF_014279595.1-RS_2024_08_17	2603169	1	Complete Genome	2020-08-24		2603169	2603169	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2790	2716		0.12
GCA_047302735.1	ASM4730273v1	Synechococcus sp. Cu2B8-bc1011	3093725	Inconclusive		Cu2B8-bc1011						2601836	1	Complete Genome	2025-01-29		2601836	2601836	1	Civil and Environmental Engineering, Massachusetts Institute of Technology				
GCF_047302735.1	ASM4730273v1	Synechococcus sp. Cu2B8-bc1011	3093725	Inconclusive		Cu2B8-bc1011					GCF_047302735.1-RS_2025_01_29	2601836	1	Complete Genome	2025-01-30		2601836	2601836	1	Civil and Environmental Engineering, Massachusetts Institute of Technology	2758	2689		
GCA_014279955.1	ASM1427995v1	Synechococcus sp. BMK-MC-1	1442551	Inconclusive		BMK-MC-1					Annotation submitted by Station Biologique de Roscoff (CNRS - Sorbonne University)	2601150	1	Complete Genome	2020-08-24		2601150	2601150	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	3093	3042		0.35
GCF_014279955.1	ASM1427995v1	Synechococcus sp. BMK-MC-1	1442551	Inconclusive		BMK-MC-1					GCF_014279955.1-RS_2024_08_17	2601150	1	Complete Genome	2020-08-24		2601150	2601150	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2924	2845		0.35
GCA_047303415.1	ASM4730341v1	Prochlorococcus sp. MIT 1201	3082535	Inconclusive		MIT 1201						2592940	1	Complete Genome	2025-01-29		2592940	2592940	1	Civil and Environmental Engineering, Massachusetts Institute of Technology				0.52
GCF_047303415.1	ASM4730341v1	Prochlorococcus sp. MIT 1201	3082535	Inconclusive		MIT 1201					GCF_047303415.1-RS_2025_01_29	2592940	1	Complete Genome	2025-01-30		2592940	2592940	1	Civil and Environmental Engineering, Massachusetts Institute of Technology	2500	2422		0.52
GCA_047304785.1	ASM4730478v1	Prochlorococcus sp. MIT 1327	3082527	Inconclusive		MIT 1327						2588322	1	Complete Genome	2025-01-29		2588322	2588322	1	Civil and Environmental Engineering, Massachusetts Institute of Technology				0.56
GCF_047304785.1	ASM4730478v1	Prochlorococcus sp. MIT 1327	3082527	Inconclusive		MIT 1327					GCF_047304785.1-RS_2025_01_31	2588322	1	Complete Genome	2025-01-31		2588322	2588322	1	Civil and Environmental Engineering, Massachusetts Institute of Technology	2542	2448		0.56
GCA_000737575.1	ASM73757v1	Synechococcus sp. KORDI-49	585423	Inconclusive		KORDI-49					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2585813	1	Complete Genome	2014-08-04		2585813	2585813	1	Korea Institute of Ocean Science and Technology	2783	2734		
GCF_000737575.1	ASM73757v1	Synechococcus sp. KORDI-49	585423	Inconclusive		KORDI 49					GCF_000737575.1-RS_2024_08_22	2585813	1	Complete Genome	2014-08-04		2585813	2585813	1	Korea Institute of Ocean Science and Technology	2685	2617		
GCA_014279615.1	ASM1427961v1	Synechococcus sp. RS9907	221350	Inconclusive		RS9907					Annotation submitted by Station Biologique de Roscoff (CNRS - Sorbonne University)	2581635	1	Complete Genome	2020-08-24		2581635	2581635	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	3009	2952		0.24
GCF_014279615.1	ASM1427961v1	Synechococcus sp. RS9907	221350	Inconclusive		RS9907					GCF_014279615.1-RS_2024_08_17	2581635	1	Complete Genome	2020-08-24		2581635	2581635	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2804	2732		0.24
GCA_014279755.1	ASM1427975v1	Synechococcus sp. PROS-U-1	1400866	Inconclusive		PROS-U-1					Annotation submitted by Station Biologique de Roscoff (CNRS - Sorbonne University)	2576003	1	Complete Genome	2020-08-24		2576003	2576003	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	3152	3100		
GCF_014279755.1	ASM1427975v1	Synechococcus sp. PROS-U-1	1400866	Inconclusive		PROS-U-1					GCF_014279755.1-RS_2024_08_17	2576003	1	Complete Genome	2020-08-24		2576003	2576003	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2773	2703		
GCA_000737595.1	ASM73759v1	Synechococcus sp. KORDI-52	585425	Inconclusive		KORDI-52					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2572069	1	Complete Genome	2014-08-04		2572069	2572069	1	Korea Institute of Ocean Science and Technology	2878	2820		
GCF_000737595.1	ASM73759v1	Synechococcus sp. KORDI-52	585425	Inconclusive		KORDI 52					GCF_000737595.1-RS_2024_08_22	2572069	1	Complete Genome	2014-08-04		2572069	2572069	1	Korea Institute of Ocean Science and Technology	2780	2704		
GCA_047304495.1	ASM4730449v1	Prochlorococcus sp. MIT 1342	3082532	Inconclusive		MIT 1342						2570241	1	Complete Genome	2025-01-29		2570241	2570241	1	Civil and Environmental Engineering, Massachusetts Institute of Technology				0.22
GCF_047304495.1	ASM4730449v1	Prochlorococcus sp. MIT 1342	3082532	Inconclusive		MIT 1342					GCF_047304495.1-RS_2025_01_31	2570241	1	Complete Genome	2025-01-31		2570241	2570241	1	Civil and Environmental Engineering, Massachusetts Institute of Technology	2583	2501		0.22
GCA_014279795.1	ASM1427979v1	Synechococcus sp. PROS-7-1	1442556	Inconclusive		PROS-7-1					Annotation submitted by Station Biologique de Roscoff (CNRS - Sorbonne University)	2565218	1	Complete Genome	2020-08-24		2565218	2565218	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2884	2832		0.12
GCF_014279795.1	ASM1427979v1	Synechococcus sp. PROS-7-1	1442556	Inconclusive		PROS-7-1					GCF_014279795.1-RS_2024_08_17	2565218	1	Complete Genome	2020-08-24		2565218	2565218	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2775	2698		0.12
GCA_014279815.1	ASM1427981v1	Synechococcus sp. NOUM97013	1442555	Inconclusive		NOUM97013					Annotation submitted by Station Biologique de Roscoff (CNRS - Sorbonne University)	2552712	1	Complete Genome	2020-08-24		2552712	2552712	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2968	2916		0.12
GCF_014279815.1	ASM1427981v1	Synechococcus sp. NOUM97013	1442555	Inconclusive		NOUM97013					GCF_014279815.1-RS_2024_08_17	2552712	1	Complete Genome	2020-08-24		2552712	2552712	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2747	2675		0.12
GCA_014280215.1	ASM1428021v1	Synechococcus sp. A15-127	1050624	Inconclusive		A15-127					Annotation submitted by Station Biologique de Roscoff (CNRS - Sorbonne University)	2543463	1	Complete Genome	2020-08-24		2543463	2543463	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2868	2817		0.24
GCF_014280215.1	ASM1428021v1	Synechococcus sp. A15-127	1050624	Inconclusive		A15-127					GCF_014280215.1-RS_2024_08_17	2543463	1	Complete Genome	2020-08-24		2543463	2543463	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2707	2641		0.24
GCA_014280095.1	ASM1428009v1	Synechococcus sp. A15-60	1050655	Inconclusive		A15-60					Annotation submitted by Station Biologique de Roscoff (CNRS - Sorbonne University)	2543402	1	Complete Genome	2020-08-24		2543402	2543402	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	3081	3030		0.24
GCF_014280095.1	ASM1428009v1	Synechococcus sp. A15-60	1050655	Inconclusive		A15-60					GCF_014280095.1-RS_2024_08_16	2543402	1	Complete Genome	2020-08-24		2543402	2543402	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2755	2689		0.24
GCA_047303045.1	ASM4730304v1	Synechococcus sp. MIT S9508	1801629	Inconclusive		MIT S9508						2523922	1	Complete Genome	2025-01-29		2523922	2523922	1	Civil and Environmental Engineering, Massachusetts Institute of Technology				0.24
GCF_047303045.1	ASM4730304v1	Synechococcus sp. MIT S9508	1801629	Inconclusive		MIT S9508					GCF_047303045.1-RS_2025_01_29	2523922	1	Complete Genome	2025-01-30		2523922	2523922	1	Civil and Environmental Engineering, Massachusetts Institute of Technology	2798	2731		0.24
GCA_047304515.1	ASM4730451v1	Prochlorococcus sp. MIT 1306	1799667	Inconclusive		MIT 1306						2520369	1	Complete Genome	2025-01-29		2520369	2520369	1	Civil and Environmental Engineering, Massachusetts Institute of Technology				0.24
GCF_047304515.1	ASM4730451v1	Prochlorococcus sp. MIT 1306	1799667	Inconclusive		MIT 1306					GCF_047304515.1-RS_2025_01_31	2520369	1	Complete Genome	2025-01-31		2520369	2520369	1	Civil and Environmental Engineering, Massachusetts Institute of Technology	2491	2399		0.24
GCA_014280035.1	ASM1428003v1	Synechococcus sp. A18-25c	1866938	Inconclusive		A18-25c					Annotation submitted by Station Biologique de Roscoff (CNRS - Sorbonne University)	2511360	1	Complete Genome	2020-08-24		2511360	2511360	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	3044	2993		
GCF_014280035.1	ASM1428003v1	Synechococcus sp. A18-25c	1866938	Inconclusive		A18-25c					GCF_014280035.1-RS_2024_08_17	2511360	1	Complete Genome	2020-08-24		2511360	2511360	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2722	2659		
GCA_000012625.1	ASM1262v1	Synechococcus sp. CC9605	110662	Inconclusive		CC9605					Annotation submitted by DOE Joint Genome Institute	2510659	1	Complete Genome	2005-10-27		2510659	2510659	1	DOE Joint Genome Institute	2749	2638		
GCF_000012625.1	ASM1262v1	Synechococcus sp. CC9605	110662	Inconclusive		CC9605					GCF_000012625.1-RS_2024_09_15	2510659	1	Complete Genome	2005-10-27		2510659	2510659	1	DOE Joint Genome Institute	2847	2773		
GCA_947331815.1	uoEpiScrs1.Cyanobacterium_sp_1.1	Cyanobacterium sp. uoEpiScrs1	2976343	Inconclusive					25016			2483960	1	Complete Genome	2022-11-29		2483960	2483960	1	WELLCOME SANGER INSTITUTE				1.1
GCF_947331815.1	uoEpiScrs1.Cyanobacterium_sp_1.1	Cyanobacterium sp. uoEpiScrs1	2976343	Inconclusive					25016		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2483960	1	Complete Genome	2022-11-29		2483960	2483960	1	WELLCOME SANGER INSTITUTE	1727	1656		1.1
GCA_014279635.1	ASM1427963v1	Synechococcus sp. RS9902	221345	Inconclusive		RS9902					Annotation submitted by Station Biologique de Roscoff (CNRS - Sorbonne University)	2481217	1	Complete Genome	2020-08-24		2481217	2481217	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2989	2933		
GCF_014279635.1	ASM1427963v1	Synechococcus sp. RS9902	221345	Inconclusive		RS9902					GCF_014279635.1-RS_2024_08_17	2481217	1	Complete Genome	2020-08-24		2481217	2481217	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2717	2634		
GCA_047304905.1	ASM4730490v1	Prochlorococcus sp. MIT 1323	3082526	Inconclusive		MIT 1323						2461429	1	Complete Genome	2025-01-29		2461429	2461429	1	Civil and Environmental Engineering, Massachusetts Institute of Technology				0.35
GCF_047304905.1	ASM4730490v1	Prochlorococcus sp. MIT 1323	3082526	Inconclusive		MIT 1323					GCF_047304905.1-RS_2025_01_31	2461429	1	Complete Genome	2025-01-31		2461429	2461429	1	Civil and Environmental Engineering, Massachusetts Institute of Technology	2408	2321		0.35
GCA_014279835.1	ASM1427983v1	Synechococcus sp. MVIR-18-1	1386941	Inconclusive		MVIR-18-1					Annotation submitted by Station Biologique de Roscoff (CNRS - Sorbonne University)	2451974	1	Complete Genome	2020-08-24		2451974	2451974	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	3054	3003		
GCF_014279835.1	ASM1427983v1	Synechococcus sp. MVIR-18-1	1386941	Inconclusive		MVIR-18-1					GCF_014279835.1-RS_2024_08_17	2451974	1	Complete Genome	2020-08-24		2451974	2451974	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2655	2589		
GCA_014279875.1	ASM1427987v1	Synechococcus sp. MEDNS5	1442554	Inconclusive		MEDNS5					Annotation submitted by Station Biologique de Roscoff (CNRS - Sorbonne University)	2435869	1	Complete Genome	2020-08-24		2435869	2435869	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2775	2723		0.12
GCF_014279875.1	ASM1427987v1	Synechococcus sp. MEDNS5	1442554	Inconclusive		MEDNS5					GCF_014279875.1-RS_2024_08_17	2435869	1	Complete Genome	2020-08-24		2435869	2435869	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2631	2563		0.12
GCA_047304705.1	ASM4730470v1	Synechococcus sp. MIT S9220	166309	Inconclusive		MIT S9220						2424801	1	Complete Genome	2025-01-29		2424801	2424801	1	Civil and Environmental Engineering, Massachusetts Institute of Technology				
GCF_047304705.1	ASM4730470v1	Synechococcus sp. MIT S9220	166309	Inconclusive		MIT S9220					GCF_047304705.1-RS_2025_01_31	2424801	1	Complete Genome	2025-01-31		2424801	2424801	1	Civil and Environmental Engineering, Massachusetts Institute of Technology	2679	2606		
GCA_014304815.1	ASM1430481v1	Synechococcus sp. MIT S9220	166309	Inconclusive		MIT S9220					Annotation submitted by Station Biologique de Roscoff (CNRS - Sorbonne University)	2424175	1	Complete Genome	2020-08-26		2424175	2424175	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	3074	3023		
GCF_014304815.1	ASM1430481v1	Synechococcus sp. MIT S9220	166309	Inconclusive		MIT S9220					GCF_014304815.1-RS_2024_08_17	2424175	1	Complete Genome	2020-08-26		2424175	2424175	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2674	2605		
GCA_014217875.1	ASM1421787v1	Synechococcus sp. LTW-R	2751170	Inconclusive		LTW-R					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2415533	1	Complete Genome	2020-08-17		2415533	2415533	1	South China Sea Institute of Oceanology	2640	2553		0.47
GCF_014217875.1	ASM1421787v1	Synechococcus sp. LTW-R	2751170	Inconclusive		LTW-R					GCF_014217875.1-RS_2024_08_16	2415533	1	Complete Genome	2020-08-17		2415533	2415533	1	South China Sea Institute of Oceanology	2659	2586		0.47
GCA_047304555.1	ASM4730455v1	Synechococcus sp. WH 6501	166310	Inconclusive		WH 6501						2414443	1	Complete Genome	2025-01-29		2414443	2414443	1	Civil and Environmental Engineering, Massachusetts Institute of Technology				
GCF_047304555.1	ASM4730455v1	Synechococcus sp. WH 6501	166310	Inconclusive		WH 6501					GCF_047304555.1-RS_2025_01_31	2414443	1	Complete Genome	2025-01-31		2414443	2414443	1	Civil and Environmental Engineering, Massachusetts Institute of Technology	2663	2595		
GCA_023078835.1	ASM2307883v1	Synechococcus sp. NB0720_010	2907159	Inconclusive		NB0720_010					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2410448	1	Complete Genome	2022-04-21		2410448	2410448	1	Clark University	2589	2515		0.12
GCF_023078835.1	ASM2307883v1	Synechococcus sp. NB0720_010	2907159	Inconclusive		NB0720_010					GCF_023078835.1-RS_2024_08_25	2410448	1	Complete Genome	2022-04-21		2410448	2410448	1	Clark University	2605	2538		0.12
GCA_047304245.1	ASM4730424v1	Synechococcus sp. MIT S9452	3082546	Inconclusive		MIT S9452						2404523	1	Complete Genome	2025-01-29		2404523	2404523	1	Civil and Environmental Engineering, Massachusetts Institute of Technology				
GCF_047304245.1	ASM4730424v1	Synechococcus sp. MIT S9452	3082546	Inconclusive		MIT S9452					GCF_047304245.1-RS_2025_01_29	2404523	1	Complete Genome	2025-01-30		2404523	2404523	1	Civil and Environmental Engineering, Massachusetts Institute of Technology	2596	2541		
GCA_023115425.1	ASM2311542v1	Synechococcus sp. A10-1-5-1	2936507	Inconclusive		A10-1-5-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2404104	1	Complete Genome	2022-04-26		2404104	2404104	1	Shandong University	2633	2558		0.35
GCF_023115425.1	ASM2311542v1	Synechococcus sp. A10-1-5-1	2936507	Inconclusive		A10-1-5-1					GCF_023115425.1-RS_2024_08_25	2404104	1	Complete Genome	2022-04-26		2404104	2404104	1	Shandong University	2652	2581		0.35
GCA_047716805.1	ASM4771680v1	Synechococcus sp. W4D4	3392294	Inconclusive		W4D4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2369322	1	Complete Genome	2025-02-12		2369322	2369322	1	Institute of Marine Science and Technology, ShanDong University	2591	2522		0.47
GCF_047716805.1	ASM4771680v1	Synechococcus sp. W4D4	3392294	Inconclusive		W4D4					GCF_047716805.1-RS_2025_02_13	2369322	1	Complete Genome	2025-02-13		2369322	2369322	1	Institute of Marine Science and Technology, ShanDong University	2591	2522		0.47
GCA_014280175.1	ASM1428017v1	Synechococcus sp. A15-28	1050638	Inconclusive		A15-28					Annotation submitted by Station Biologique de Roscoff (CNRS - Sorbonne University)	2341586	1	Complete Genome	2020-08-24		2341586	2341586	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2813	2761		
GCF_014280175.1	ASM1428017v1	Synechococcus sp. A15-28	1050638	Inconclusive		A15-28					GCF_014280175.1-RS_2024_07_01	2341586	1	Complete Genome	2020-08-24		2341586	2341586	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2648	2579		
GCA_014280195.1	ASM1428019v1	Synechococcus sp. A15-24	1050635	Inconclusive		A15-24					Annotation submitted by Station Biologique de Roscoff (CNRS - Sorbonne University)	2305373	1	Complete Genome	2020-08-24		2305373	2305373	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2763	2711		
GCF_014280195.1	ASM1428019v1	Synechococcus sp. A15-24	1050635	Inconclusive		A15-24					GCF_014280195.1-RS_2024_07_01	2305373	1	Complete Genome	2020-08-24		2305373	2305373	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2611	2538		
GCA_014280075.1	ASM1428007v1	Synechococcus sp. A15-62	1050657	Inconclusive		A15-62					Annotation submitted by Station Biologique de Roscoff (CNRS - Sorbonne University)	2294140	1	Complete Genome	2020-08-24		2294140	2294140	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2831	2780		
GCF_014280075.1	ASM1428007v1	Synechococcus sp. A15-62	1050657	Inconclusive		A15-62					GCF_014280075.1-RS_2024_08_17	2294140	1	Complete Genome	2020-08-24		2294140	2294140	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2607	2531		
GCA_014279855.1	ASM1427985v1	Synechococcus sp. Minos11	221341	Inconclusive		MINOS11					Annotation submitted by Station Biologique de Roscoff (CNRS - Sorbonne University)	2284343	1	Complete Genome	2020-08-24		2284343	2284343	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2718	2672		
GCF_014279855.1	ASM1427985v1	Synechococcus sp. Minos11	221341	Inconclusive		MINOS11					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2284343	1	Complete Genome	2020-08-24		2284343	2284343	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2586	2526		
GCA_014279775.1	ASM1427977v1	Synechococcus sp. PROS-9-1	1968775	Inconclusive		PROS-9-1					Annotation submitted by Station Biologique de Roscoff (CNRS - Sorbonne University)	2273940	1	Complete Genome	2020-08-24		2273940	2273940	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2777	2725		0.24
GCF_014279775.1	ASM1427977v1	Synechococcus sp. PROS-9-1	1968775	Inconclusive		PROS-9-1					GCF_014279775.1-RS_2024_08_17	2273940	1	Complete Genome	2020-08-24		2273940	2273940	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2429	2362		0.24
GCA_000012505.1	ASM1250v1	Synechococcus sp. CC9902	316279	Inconclusive		CC9902					Annotation submitted by DOE Joint Genome Institute	2234828	1	Complete Genome	2005-10-26		2234828	2234828	1	DOE Joint Genome Institute	2355	2304		
GCF_000012505.1	ASM1250v1	Synechococcus sp. CC9902	316279	Inconclusive		CC9902					GCF_000012505.1-RS_2024_08_13	2234828	1	Complete Genome	2005-10-26		2234828	2234828	1	DOE Joint Genome Institute	2445	2383		
GCA_014279535.1	ASM1427953v1	Synechococcus sp. TAK9802	1442558	Inconclusive		TAK9802					Annotation submitted by Station Biologique de Roscoff (CNRS - Sorbonne University)	2190394	1	Complete Genome	2020-08-24		2190394	2190394	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2703	2651		0.24
GCF_014279535.1	ASM1427953v1	Synechococcus sp. TAK9802	1442558	Inconclusive		TAK9802					GCF_014279535.1-RS_2024_08_17	2190394	1	Complete Genome	2020-08-24		2190394	2190394	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2517	2430		0.24
GCA_014279895.1	ASM1427989v1	Synechococcus sp. M16.1	1442553	Inconclusive		M16.1					Annotation submitted by Station Biologique de Roscoff (CNRS - Sorbonne University)	2112236	1	Complete Genome	2020-08-24		2112236	2112236	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2552	2500		
